FileName,md5Hash,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
git-imap-send.exe,a64606a221cb3a9378daf36c8aa57dd7,34404,28,1658984,0,4,1622016,58,1629428,2,30,13,2097152,320,3000,0,1
git-index-pack.exe,4550ecba6e491336dd70bdebaedb9add,34404,28,2646110,0,4,2609152,48,2616120,2,30,13,2097152,320,3000,0,1
git-lfs.exe,177bb14d0c08f665a24f0d5516c3b080,34404,0,0,1,4,0,0,7331840,3,0,5,131072,0,35744,0,1
SMTPCons (2).dll,b43bc7eb8fcac9de60d43d3820126a10,34404,84,38080,10,10,42416,168,33776,14,10,6,262144,16736,992,0,1
SMTPCons (3).dll,bcac8443856e1e56d2d2e0cb8ef4ba2e,34404,28,5072,6,6,48128,165,4096,9,0,5,262144,320,992,0,1
smxpsff1 (2).dll,925d1046ff982042fd66ca69af83ef60,34404,28,4432,6,6,137968,125,151552,11,0,6,262144,16736,704,0,1
SndVol (10).exe,993e35b990530e1b1405d3fec0b0e858,34404,28,7424,6,6,0,0,4096,9,0,5,524288,33088,66880,0,1
SndVol (3).exe,bda77cad310f1a485936715e4452bf41,332,84,10416,10,10,0,0,143360,14,10,7,262144,49600,66880,0,1
SndVol (5).exe,e2f2e9cb2b6d9f7fb3811ff95ded14bb,34404,84,152544,10,10,0,0,140952,14,10,8,524288,49632,66880,0,1
SndVol (7).exe,3d49e9bb9d7dd171398b7745a05616fd,332,28,5760,6,6,0,0,4096,9,0,4,262144,33088,66880,0,1
SndVolSSO (3).dll,9c9d0c423707637bfaecf4ef7b9d37d6,332,84,10352,10,10,157696,142,167936,14,10,6,262144,16704,500360,0,1
SndVolSSO (5).dll,efafe91a54f016498ba983eca19649ef,34404,84,164192,10,10,193184,144,155008,14,10,7,262144,16736,500360,0,1
SndVolSSO (7).dll,e84a2afd183682182d09862aae592a85,332,28,4752,6,6,69136,142,4096,9,0,4,262144,320,142280,0,1
SndVolSSO (8).dll,5180e32f0f32f0e012338ab7fcd10a02,34404,28,5408,6,6,86912,142,4096,9,0,5,262144,320,142280,0,1
SnippingTool (2).exe,c4eb082fda123563194200306af18e70,34404,84,206896,10,10,0,0,177648,14,10,6,524288,49504,2937496,0,1
SnippingTool (3).exe,7991fe1dcccbc621acef04fe67ed71f6,34404,28,6928,6,6,0,0,4096,9,0,5,524288,33088,252400,0,1
prproc (2).exe,98543c21d96511fe989e661ff1bdae7c,34404,84,9024,10,10,0,0,8464,14,10,6,524288,49504,1056,0,1
PRTF9.DLL,414e88a5a7bf75bbc2efc0fbe4b09a0c,332,84,80152,0,6,118784,214,81920,14,10,5,1048576,320,1344,0,1
prvdmofcomp (2).dll,541c00cd525c198b125053367aafba77,332,84,11248,10,10,57072,318,65536,14,10,5,262144,16704,1000,0,1
prvdmofcomp (3).dll,ce6246db4a0b111dddb75ed1bd9186ee,34404,84,68656,10,10,79520,328,58256,14,10,6,262144,16736,1000,0,1
ps.exe,5e907eb5a814fcec5603442d102b5601,34404,28,20480,0,4,0,0,70192,2,28,17,2097152,32768,1256,0,1
PS5UI (2).DLL,db3b26e9556b02bd847da2ad2f38e653,332,84,96368,10,10,601584,632,618496,14,10,5,262144,16704,280860,0,1
PS5UI (3).DLL,fa0a8144696102736587051a408c490b,34404,84,733184,10,10,786080,632,632312,14,10,6,262144,16736,280860,0,1
PS5UI (6).DLL,1a9705cb34c79d1558596b32b42b2b78,34404,28,5760,6,6,700112,632,4096,9,0,5,262144,64,283092,0,1
psapi (2).dll,2037e748a08f0db5fabb7f44524ad2ff,332,84,4416,10,10,5984,857,12288,14,10,5,262144,17728,992,0,1
psapi (3).dll,80050af28eb0070a582b33470d20fc91,34404,84,9024,10,10,9680,860,8464,14,10,6,262144,16736,992,0,1
psapi (5).dll,5fb5d7a135aa21128f2e250a6621b0aa,332,28,4240,6,6,6224,857,4096,9,0,4,262144,1344,992,0,1
psapi (6).dll,fc96fab7aa9ba4f03bd0f28ecffe09db,34404,28,4432,6,6,7888,857,4096,9,0,5,262144,320,992,0,1
psbase (2).dll,d74716a1ce63dc0b8bb765b8977415e4,34404,28,4688,6,6,49792,569,4096,9,0,5,262144,320,1328,0,1
TFSOfficeAdd-in (2).dll,a59f2a84e3b28be1217cf85f2dedb17f,332,56,255744,15,6,274624,172,167936,14,11,5,1048576,16704,405040,0,1
TFSOfficeAdd-in.dll,c44931a42b57adac0ff800f16667558c,34404,56,293280,15,6,333424,172,184320,14,11,6,1048576,16736,405040,0,1
TFSOfficeAdd-inUI (2).dll,d9bdf3c3d727e5b1cfabab6e5ddbfd11,332,56,4096,15,6,0,0,0,14,11,2,1048576,1344,370504,0,1
TFSOfficeAdd-inUI.dll,5cfdfc4b2008af9d5e0b0e0eb376df1f,34404,56,4096,15,6,0,0,0,14,11,2,1048576,352,370504,0,1
TfsProtocolHandler.exe,af9d7e5b05f90c6d00444f54d4522cd2,332,28,25072,0,4,0,0,8192,48,0,3,1048576,34144,1792,0,1
TfsProvider.dll,b39665716b29597b2e371763a4979f7d,332,56,1685152,15,6,1930272,232,1572864,14,11,6,1048576,16704,11576,0,1
TfsProviderStub.dll,c7ae29ed4e00ccd09ec45deab59f1283,332,56,238800,15,6,264832,236,217088,14,11,5,1048576,16704,7768,0,1
TfsProviderStubUI (10).dll,4224bae3d4c2311cc686fd9f9a360888,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,6956,0,1
TfsProviderStubUI (11).dll,f710e865c2522fd763bff96ba92a72bd,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,6936,0,1
TfsProviderStubUI (12).dll,4e52260b000927a1ef371992f0154863,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,6704,0,1
TfsProviderStubUI (13).dll,15f25214edd41f852809098bd5443154,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,3376,0,1
TfsProviderStubUI (14).dll,dd9442ffb56961654dc73d75902f4243,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,7256,0,1
TfsProviderStubUI (2).dll,ef84a0bea5128e1dc368520c70975681,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,6520,0,1
TfsProviderStubUI (3).dll,4f40a5d8ed5fe884b34304bf4a6353bc,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,7460,0,1
TfsProviderStubUI (4).dll,c9cd12f03bbc40a7e1291766fe00e745,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,6440,0,1
TfsProviderStubUI (5).dll,ec1dd77aca31e38acef1190c725a6ce6,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,7744,0,1
TfsProviderStubUI (6).dll,1d3288f1d5e97033b25080daeb5b0b38,332,84,4096,15,6,0,0,0,14,11,2,1048576,1344,7212,0,1
VcxprojReader.ni.exe,49a6e8a8e07aa107a866c3cf6a7a0480,332,56,329052,0,5,0,0,0,11,0,4,0,34112,1066,0,1
VC_redist.x64 (2).exe,7c3e0bfd83d985c9651e8150fca3e84d,332,28,242976,0,5,0,0,241664,10,0,7,1048576,33088,14608,0,1
VC_redist.x64.exe,f8c95675fca1370d5c0164584be6952a,332,28,242976,0,5,0,0,241664,10,0,7,1048576,33088,14608,0,1
VC_redist.x86 (2).exe,184307d70161f5cded6761256cea5b18,332,28,242976,0,5,0,0,241664,10,0,7,1048576,33088,14608,0,1
VC_redist.x86 (3).exe,0625f3cc0757b76f34f719299f5e0fd1,332,28,242976,0,5,0,0,241664,10,0,7,1048576,33088,14608,0,1
vdir.exe,48c942d0c9272fad70080340d8843d33,34404,28,122880,0,4,0,0,144448,2,28,9,2097152,32768,1256,0,1
vdmdbg (2).dll,a1c0b01f7e1781a8fcfb4b57b4c3a848,332,84,4528,10,10,15696,808,24576,14,10,5,262144,17728,984,0,1
vdmdbg (3).dll,44f45fc3bc3b2b1548240cd935a074a7,332,28,4288,6,6,16384,808,4096,9,0,4,262144,1344,984,0,1
VDPluginCrypt (2).dll,f99ebfda2cfa51f77eb145d33f62e7ad,34404,28,545984,502,5,768000,81,544768,10,0,6,1048576,448,960,0,1
VDPluginCrypt.dll,58e44252f363a614a512653ba8adebee,332,28,434784,502,5,581280,81,434176,10,0,5,1048576,448,960,0,1
vds (2).exe,07c192beea76b1bd9d0310ed20551d54,34404,84,544928,10,10,606016,9016,332032,14,10,7,524288,49504,2528,0,1
vds (3).exe,8e99e9cb3c030f27b41515689815a95e,34404,28,7104,6,6,562528,9044,4096,9,0,5,524288,33088,2528,0,1
VSLauncher.exe,7bbf635671f328095ff7641979f1d33c,332,84,64224,10,6,213376,272,225280,14,10,5,1048576,33088,50112,0,1
VSLauncherUI.dll,eb13073197e510e3e0ae9631bb2bdf90,332,28,4096,10,6,0,0,0,14,10,2,1048576,1344,155032,0,1
vslog.dll,de5ac63cf4594e9cbef756d6bc971c8a,332,84,307028,10,6,62084,224,319488,14,10,7,1048576,320,1624,0,1
VsLogP (2).dll,bfffb188eefe35eeb40884f4fa25d8ff,332,84,11088,10,6,4360,163,16384,14,10,5,1048576,1344,984,0,1
VsLogP.dll,f780bce6e45d690c9968a64f38323bf9,332,84,11088,10,6,4360,163,16384,14,10,5,1048576,1344,1000,0,1
vslogui.dll,95a55e325bf760cce231374f6c0d1cea,332,28,4096,10,6,0,0,0,14,10,2,1048576,1344,76360,0,1
vsn.exe,f1013a3175eb55bbee730e19e87651e6,332,56,11340,0,4,0,0,8192,48,0,3,1048576,34144,2212,0,1
vsocklib (2).dll,69708592228223ca7b4fbcf49ed65bea,332,28,41312,0,5,48864,74,40960,9,0,5,1048576,320,1552,0,1
vsocklib.dll,30b42a76c864e5eeb6dd85d98f4d51d3,34404,28,45760,0,5,55024,74,45056,9,0,6,1048576,320,1560,0,1
vsockver.dll,c5a0532f291c6b9e81b9274576b20ab3,332,0,0,0,5,0,0,0,9,0,1,1048576,1024,808,0,1
VsRegEdit.exe,9fa2f02f168202eef4165fd2f6728926,332,84,44176,10,6,0,0,319488,14,10,7,1048576,33088,1824,0,1
VsRegistryDetour (2).dll,de4cb262f34f55ae2df635fca7cdb919,34404,84,319024,10,6,354288,244,262144,14,10,8,1048576,352,1056,0,1
VSRegistryDetour (3).dll,7481bdcc292dd4e4cb3cbf6878e9759e,332,84,38032,10,6,261600,243,274432,14,10,7,1048576,320,1048,0,1
VsRegistryDetour.dll,d92254ab8cfcb33e0eac01fbe631f262,332,84,38032,10,6,261600,243,274432,14,10,7,1048576,320,1056,0,1
vssadmin (10).exe,2111500c73caae5b3ea5c3e7c22565e5,34404,28,5360,6,6,0,0,4096,9,0,5,524288,33088,2176,0,1
vssadmin (2).exe,dd49dcf5f939133bd3b2585a3e0bd264,332,84,31856,10,10,0,0,106496,14,10,5,262144,49472,2168,0,1
vssadmin (3).exe,529c1e2b66f15ec8c2a4cb8d7af45f07,34404,84,124160,10,10,0,0,93616,14,10,6,524288,49504,2176,0,1
vssadmin (5).exe,35ad752bb9f8d8d63d7741ff2ba8d5a1,332,28,4736,6,6,0,0,4096,9,0,4,262144,33088,2168,0,1
LangCleanupSysprepAction (2).dll,8c05a53693ca3471cfe96b01a2773534,34404,84,14720,10,10,15776,116,12560,14,10,6,262144,16736,1104,0,1
LangCleanupSysprepAction (3).dll,03fdacd4fd12b1b82030f6c91b2de248,34404,28,4512,6,6,34176,113,4096,9,0,5,262144,320,1104,0,1
Langinfo.dll,cbc675b9b29341d24d435efc67c80e0a,34404,28,16384,0,4,32768,147,37240,2,28,10,2097152,0,0,0,1
LanguageComponentsInstaller (2).dll,717b61fd98020020d178fc99d217e8bf,34404,84,147536,10,10,171008,184,131584,14,10,7,262144,16736,1392,0,1
LanguageComponentsInstallerComHandler (2).exe,cfd761b67eee6aa96822c517b3748e3f,34404,84,42064,10,10,0,0,36280,14,10,6,524288,49504,2160,0,1
LAPRXY (2).DLL,17ba96123cd33f626f3ff0e3b826aacb,332,84,5152,10,10,8848,163,16384,14,10,5,262144,16704,1032,0,1
LAPRXY (3).DLL,fda84943b433cdf92bc32399ea9d928e,34404,84,10688,10,10,11616,164,9856,14,10,6,262144,16736,1032,0,1
LAPRXY (5).DLL,ba05533f9d05cb52a199c87c7f8fdaa9,332,28,4288,6,6,8800,163,4096,9,0,5,262144,320,1032,0,1
LAPRXY (6).DLL,c0929dd0dc1ea346e1ac6a2b26c1869b,34404,28,4480,6,6,11104,163,4096,9,0,6,262144,320,1032,0,1
Launch.exe,01062191a825d2a13dc90d516bda72f7,332,0,0,0,4,0,0,36864,6,0,4,1048576,0,66232,0,1
launcher.exe,e5e70286a3174ba31f82be0edb51e63a,332,112,104672,0,6,0,0,81920,14,0,6,1048576,33088,1368,0,1
LaunchTM (5).exe,46027a0ed4ea31ee7c39e4689bf1727c,332,84,4416,10,10,0,0,12288,14,10,5,262144,49472,175080,0,1
LaunchTM (7).exe,189abc13552a0ebadc9f61a667934b0b,34404,84,9040,10,10,0,0,8464,14,10,6,524288,49504,175088,0,1
LaunchWinApp (10).exe,b064bd35081e5c6abefdc8c56fd766f3,34404,84,36800,10,10,0,0,32000,14,10,6,524288,49504,1032,0,1
git-askpass (2).exe,c30fae3ab95715db8dabf79079f6808f,332,28,155796,0,4,0,0,8192,48,0,3,1048576,34144,60044,0,1
git-bash.exe,7d2e71c04326c2e771e3a10700ab0bf9,34404,28,442467,0,4,307200,53,312160,2,30,13,2097152,320,111640,0,1
git-cmd.exe,f2d09ad73e89b865b7cd2e6eb42246de,34404,28,442466,0,4,307200,52,312160,2,30,13,2097152,320,111024,0,1
git-credential-manager (2).exe,8fb84a420e01a54a4a52d8554299facc,332,28,98360,0,4,0,0,8192,48,0,3,1048576,34144,60136,0,1
git-credential-store (2).exe,59590e2ea578e11af4b6d0dd78b22b26,34404,28,1532015,0,4,1499136,65,1506016,2,30,13,2097152,320,3000,0,1
git-credential-store.exe,00ac12a0b5fdeeb9e2717d0284bc086b,332,28,1556591,1,4,1495040,65,1500616,2,29,12,2097152,320,3000,0,1
git-credential-wincred (2).exe,79bda7a6c4ed8fbb4cf3e262d37d0f98,34404,28,57484,0,4,0,0,41564,2,30,11,2097152,0,1256,0,1
git-credential-wincred.exe,3b52c8c565e5a60ec17106f2a03cf262,332,28,49292,1,4,0,0,33104,2,29,10,2097152,0,1256,0,1
git-daemon.exe,dcc31b9a9f4312b88d4b1d321fd7c27b,34404,28,1540197,0,4,1507328,55,1514240,2,30,13,2097152,320,3000,0,1
git-fast-import (2).exe,d2e980fca516a5c9b47044f611e059be,34404,28,2084970,0,4,2052096,60,2058960,2,30,13,2097152,320,3000,0,1
git-fast-import.exe,b0fd4ad8bdcfde41a4e41f9e7f16d35e,332,28,1855594,1,4,1789952,60,1795520,2,29,12,2097152,320,3000,0,1
git-gui.exe,9d6f20b400c15a44c67ed3ff69952473,34404,28,442470,0,4,307200,52,312160,2,30,13,2097152,320,110856,0,1
git-http-backend.exe,9b393204a12178a5dac65e0f7e63735f,34404,28,1532011,0,4,1499136,61,1506000,2,30,13,2097152,320,3000,0,1
git-http-fetch (2).exe,c63276a35264036aca004548bde32cb7,34404,28,1646697,0,4,1609728,59,1616812,2,30,13,2097152,320,3000,0,1
